sides,ring,sector,bigphi,phi,eta,LUT,bit
-1,0,6,29,0,1,0x018,49
1,0,6,29,0,1,0x00C,22
-1,0,6,30,1,4,0x140,50
1,0,6,30,1,4,0x101,34
-1,0,6,30,1,3,0x160,51
1,0,6,30,1,3,0x103,18
-1,0,6,30,1,2,0x130,20
1,0,6,30,1,2,0x106,21
-1,0,6,30,1,1,0x118,52
1,0,6,30,1,1,0x10C,19
-1,0,6,31,2,4,0x240,41
1,0,6,31,2,4,0x201,31
-1,0,6,31,2,3,0x260,42
1,0,6,31,2,3,0x203,8
-1,0,6,31,2,2,0x230,15
1,0,6,31,2,2,0x206,9
-1,0,6,31,2,1,0x218,43
1,0,6,31,2,1,0x20C,14
-1,0,6,32,3,4,0x340,44
1,0,6,32,3,4,0x301,32
-1,0,6,32,3,3,0x360,45
1,0,6,32,3,3,0x303,10
-1,0,6,32,3,2,0x330,13
1,0,6,32,3,2,0x306,11
-1,0,6,32,3,1,0x318,46
1,0,6,32,3,1,0x30C,12
-1,0,6,33,4,4,0x440,38
1,0,6,33,4,4,0x401,29
-1,0,6,33,4,3,0x460,40
1,0,6,33,4,3,0x403,0
-1,0,6,33,4,2,0x430,7
1,0,6,33,4,2,0x406,1
-1,0,6,33,4,1,0x418,39
1,0,6,33,4,1,0x40C,6
-1,0,6,34,5,4,0x540,35
1,0,6,34,5,4,0x501,30
-1,0,6,34,5,3,0x560,37
1,0,6,34,5,3,0x503,2
-1,0,6,34,5,2,0x530,4
1,0,6,34,5,2,0x506,5
-1,0,6,34,5,1,0x518,36
1,0,6,34,5,1,0x50C,3
,,,,,,,,,,,,,
-1,0,7,35,0,4,0x040,50
1,0,7,35,0,4,0x001,33
-1,0,7,35,0,3,0x060,52
1,0,7,35,0,3,0x003,16
-1,0,7,35,0,2,0x030,23
1,0,7,35,0,2,0x006,17
-1,0,7,35,0,1,0x018,51
1,0,7,35,0,1,0x00C,22
-1,0,7,36,1,4,0x140,47
1,0,7,36,1,4,0x101,34
-1,0,7,36,1,3,0x160,49
1,0,7,36,1,3,0x103,18
-1,0,7,36,1,2,0x130,20
1,0,7,36,1,2,0x106,21
-1,0,7,36,1,1,0x118,48
1,0,7,36,1,1,0x10C,19
-1,0,7,37,2,4,0x240,44
1,0,7,37,2,4,0x201,31
-1,0,7,37,2,3,0x260,46
1,0,7,37,2,3,0x203,8
-1,0,7,37,2,2,0x230,15
1,0,7,37,2,2,0x206,9
-1,0,7,37,2,1,0x218,45
1,0,7,37,2,1,0x20C,14
-1,0,7,38,3,4,0x340,41
1,0,7,38,3,4,0x301,32
-1,0,7,38,3,3,0x360,43
1,0,7,38,3,3,0x303,10
-1,0,7,38,3,2,0x330,13
1,0,7,38,3,2,0x306,11
-1,0,7,38,3,1,0x318,42
1,0,7,38,3,1,0x30C,12
-1,0,7,39,4,4,0x440,38
1,0,7,39,4,4,0x401,29
-1,0,7,39,4,3,0x460,40
1,0,7,39,4,3,0x403,0
-1,0,7,39,4,2,0x430,7
1,0,7,39,4,2,0x406,1
-1,0,7,39,4,1,0x418,39
1,0,7,39,4,1,0x40C,6
-1,0,7,40,5,4,0x540,35
1,0,7,40,5,4,0x501,30
-1,0,7,40,5,3,0x560,37
1,0,7,40,5,3,0x503,2
-1,0,7,40,5,2,0x530,4
1,0,7,40,5,2,0x506,5
-1,0,7,40,5,1,0x518,36
1,0,7,40,5,1,0x50C,3
,,,,,,,,,,,,,
-1,0,8,41,0,4,0x002,34
1,0,8,41,0,4,0x080,50
-1,0,8,41,0,3,0x006,18
1,0,8,41,0,3,0x0C0,51
-1,0,8,41,0,2,0x00C,23
1,0,8,41,0,2,0x060,21
-1,0,8,41,0,1,0x018,22
1,0,8,41,0,1,0x030,52
-1,0,8,42,1,4,0x102,33
1,0,8,42,1,4,0x180,47
-1,0,8,42,1,3,0x106,16
1,0,8,42,1,3,0x1C0,48
-1,0,8,42,1,2,0x10C,17
1,0,8,42,1,2,0x160,19
-1,0,8,42,1,1,0x118,20
1,0,8,42,1,1,0x130,49
-1,0,8,43,2,4,0x202,32
1,0,8,43,2,4,0x280,44
-1,0,8,43,2,3,0x206,10
1,0,8,43,2,3,0x2C0,45
-1,0,8,43,2,2,0x20C,15
1,0,8,43,2,2,0x260,13
-1,0,8,43,2,1,0x218,14
1,0,8,43,2,1,0x230,46
-1,0,8,44,3,4,0x302,31
1,0,8,44,3,4,0x380,41
-1,0,8,44,3,3,0x306,8
1,0,8,44,3,3,0x3C0,42
-1,0,8,44,3,2,0x30C,9
1,0,8,44,3,2,0x360,11
-1,0,8,44,3,1,0x318,12
1,0,8,44,3,1,0x330,43
-1,0,8,45,4,4,0x402,30
1,0,8,45,4,4,0x480,38
-1,0,8,45,4,3,0x406,2
1,0,8,45,4,3,0x4C0,39
-1,0,8,45,4,2,0x40C,7
1,0,8,45,4,2,0x460,5
-1,0,8,45,4,1,0x418,6
1,0,8,45,4,1,0x430,40
-1,0,8,46,5,4,0x502,29
1,0,8,46,5,4,0x580,35
-1,0,8,46,5,3,0x506,0
1,0,8,46,5,3,0x5C0,36
-1,0,8,46,5,2,0x50C,1
1,0,8,46,5,2,0x560,3
-1,0,8,46,5,1,0x518,4
1,0,8,46,5,1,0x530,37
,,,,,,,,,,,,,
-1,0,9,47,0,4,0x002,34
1,0,9,47,0,4,0x080,50
-1,0,9,47,0,3,0x006,18
1,0,9,47,0,3,0x0C0,51
-1,0,9,47,0,2,0x00C,23
1,0,9,47,0,2,0x060,21
-1,0,9,47,0,1,0x018,22
1,0,9,47,0,1,0x030,52
-1,0,9,48,1,4,0x102,33
1,0,9,48,1,4,0x180,47
-1,0,9,48,1,3,0x106,16
1,0,9,48,1,3,0x1C0,48
-1,0,9,48,1,2,0x10C,17
1,0,9,48,1,2,0x160,19
-1,0,9,48,1,1,0x118,20
1,0,9,48,1,1,0x130,49
-1,0,9,49,2,4,0x202,32
1,0,9,49,2,4,0x280,44
-1,0,9,49,2,3,0x206,10
1,0,9,49,2,3,0x2C0,45
-1,0,9,49,2,2,0x20C,15
1,0,9,49,2,2,0x260,13
-1,0,9,49,2,1,0x218,14
1,0,9,49,2,1,0x230,46
-1,0,9,50,3,4,0x302,31
1,0,9,50,3,4,0x380,41
-1,0,9,50,3,3,0x306,8
1,0,9,50,3,3,0x3C0,42
-1,0,9,50,3,2,0x30C,9
1,0,9,50,3,2,0x360,11
-1,0,9,50,3,1,0x318,12
1,0,9,50,3,1,0x330,43
-1,0,9,51,4,4,0x402,30
1,0,9,51,4,4,0x480,38
-1,0,9,51,4,3,0x406,2
1,0,9,51,4,3,0x4C0,39
-1,0,9,51,4,2,0x40C,7
1,0,9,51,4,2,0x460,5
-1,0,9,51,4,1,0x418,6
1,0,9,51,4,1,0x430,40
-1,0,9,52,5,4,0x502,29
1,0,9,52,5,4,0x580,35
-1,0,9,52,5,3,0x506,0
1,0,9,52,5,3,0x5C0,36
-1,0,9,52,5,2,0x50C,1
1,0,9,52,5,2,0x560,3
-1,0,9,52,5,1,0x518,4
1,0,9,52,5,1,0x530,37
,,,,,,,,,,,,,
-1,0,10,53,0,4,0x040,50
1,0,10,53,0,4,0x001,33
-1,0,10,53,0,3,0x060,52
1,0,10,53,0,3,0x003,16
-1,0,10,53,0,2,0x030,23
1,0,10,53,0,2,0x006,17
-1,0,10,53,0,1,0x018,51
1,0,10,53,0,1,0x00C,22
-1,0,10,54,1,4,0x140,47
1,0,10,54,1,4,0x101,34
-1,0,10,54,1,3,0x160,49
1,0,10,54,1,3,0x103,18
-1,0,10,54,1,2,0x130,20
1,0,10,54,1,2,0x106,21
-1,0,10,54,1,1,0x118,48
1,0,10,54,1,1,0x10C,19
-1,0,10,55,2,4,0x240,44
1,0,10,55,2,4,0x201,31
-1,0,10,55,2,3,0x260,46
1,0,10,55,2,3,0x203,8
-1,0,10,55,2,2,0x230,15
1,0,10,55,2,2,0x206,9
-1,0,10,55,2,1,0x218,45
1,0,10,55,2,1,0x20C,14
-1,0,10,56,3,4,0x340,41
1,0,10,56,3,4,0x301,32
-1,0,10,56,3,3,0x360,43
1,0,10,56,3,3,0x303,10
-1,0,10,56,3,2,0x330,13
1,0,10,56,3,2,0x306,11
-1,0,10,56,3,1,0x318,42
1,0,10,56,3,1,0x30C,12
-1,0,10,57,4,4,0x440,38
1,0,10,57,4,4,0x401,29
-1,0,10,57,4,3,0x460,40
1,0,10,57,4,3,0x403,0
-1,0,10,57,4,2,0x430,7
1,0,10,57,4,2,0x406,1
-1,0,10,57,4,1,0x418,39
1,0,10,57,4,1,0x40C,6
-1,0,10,58,5,4,0x540,35
1,0,10,58,5,4,0x501,30
-1,0,10,58,5,3,0x560,37
1,0,10,58,5,3,0x503,2
-1,0,10,58,5,2,0x530,4
1,0,10,58,5,2,0x506,5
-1,0,10,58,5,1,0x518,36
1,0,10,58,5,1,0x50C,3
,,,,,,,,,,,,,
-1,0,11,59,0,4,0x040,50
1,0,11,59,0,4,0x001,33
-1,0,11,59,0,3,0x060,52
1,0,11,59,0,3,0x003,16
-1,0,11,59,0,2,0x030,23
1,0,11,59,0,2,0x006,17
-1,0,11,59,0,1,0x018,51
1,0,11,59,0,1,0x00C,22
-1,0,11,60,1,4,0x140,47
1,0,11,60,1,4,0x101,34
-1,0,11,60,1,3,0x160,49
1,0,11,60,1,3,0x103,18
-1,0,11,60,1,2,0x130,20
1,0,11,60,1,2,0x106,21
-1,0,11,60,1,1,0x118,48
1,0,11,60,1,1,0x10C,19
-1,0,11,61,2,4,0x240,44
1,0,11,61,2,4,0x201,31
-1,0,11,61,2,3,0x260,46
1,0,11,61,2,3,0x203,8
-1,0,11,61,2,2,0x230,15
1,0,11,61,2,2,0x206,9
-1,0,11,61,2,1,0x218,45
1,0,11,61,2,1,0x20C,14
-1,0,11,62,3,4,0x340,41
1,0,11,62,3,4,0x301,32
-1,0,11,62,3,3,0x360,43
1,0,11,62,3,3,0x303,10
-1,0,11,62,3,2,0x330,13
1,0,11,62,3,2,0x306,11
-1,0,11,62,3,1,0x318,42
1,0,11,62,3,1,0x30C,12
-1,0,11,63,4,4,0x440,38
1,0,11,63,4,4,0x401,29
-1,0,11,63,4,3,0x460,40
1,0,11,63,4,3,0x403,0
-1,0,11,63,4,2,0x430,7
1,0,11,63,4,2,0x406,1
-1,0,11,63,4,1,0x418,39
1,0,11,63,4,1,0x40C,6
-1,0,11,64,5,4,0x540,35
1,0,11,64,5,4,0x501,30
-1,0,11,64,5,3,0x560,37
1,0,11,64,5,3,0x503,2
-1,0,11,64,5,2,0x530,4
1,0,11,64,5,2,0x506,5
-1,0,11,64,5,1,0x518,36
1,0,11,64,5,1,0x50C,3
,,,,,,,,,,,,,
-1,0,12,65,0,4,0x002,34
1,0,12,65,0,4,0x080,50
-1,0,12,65,0,3,0x006,18
1,0,12,65,0,3,0x0C0,51
-1,0,12,65,0,2,0x00C,23
1,0,12,65,0,2,0x060,21
-1,0,12,65,0,1,0x018,22
1,0,12,65,0,1,0x030,52
-1,0,12,66,1,4,0x102,33
1,0,12,66,1,4,0x180,47
-1,0,12,66,1,3,0x106,16
1,0,12,66,1,3,0x1C0,48
-1,0,12,66,1,2,0x10C,17
1,0,12,66,1,2,0x160,19
-1,0,12,66,1,1,0x118,20
1,0,12,66,1,1,0x130,49
-1,0,12,67,2,4,0x202,32
1,0,12,67,2,4,0x280,44
-1,0,12,67,2,3,0x206,10
1,0,12,67,2,3,0x2C0,45
-1,0,12,67,2,2,0x20C,15
1,0,12,67,2,2,0x260,13
-1,0,12,67,2,1,0x218,14
1,0,12,67,2,1,0x230,46
-1,0,12,68,3,4,0x302,31
1,0,12,68,3,4,0x380,41
-1,0,12,68,3,3,0x306,8
1,0,12,68,3,3,0x3C0,42
-1,0,12,68,3,2,0x30C,9
1,0,12,68,3,2,0x360,11
-1,0,12,68,3,1,0x318,12
1,0,12,68,3,1,0x330,43
-1,0,12,69,4,4,0x402,30
1,0,12,69,4,4,0x480,38
-1,0,12,69,4,3,0x406,2
1,0,12,69,4,3,0x4C0,39
-1,0,12,69,4,2,0x40C,7
1,0,12,69,4,2,0x460,5
-1,0,12,69,4,1,0x418,6
1,0,12,69,4,1,0x430,40
-1,0,12,70,5,4,0x502,29
1,0,12,70,5,4,0x580,35
-1,0,12,70,5,3,0x506,0
1,0,12,70,5,3,0x5C0,36
-1,0,12,70,5,2,0x50C,1
1,0,12,70,5,2,0x560,3
-1,0,12,70,5,1,0x518,4
1,0,12,70,5,1,0x530,37
,,,,,,,,,,,,,
1,1,1,1,0,10,0x001,38
1,1,1,1,0,9,0x003,41
1,1,1,1,0,8,0x006,44
1,1,1,1,0,7,0x00C,9
1,1,1,1,0,6,0x030,12
1,1,1,1,0,5,0x060,15
1,1,1,-,-,-,-,-1
1,1,1,-,-,-,-,-1
1,1,1,2,1,10,0x101,31
1,1,1,2,1,9,0x103,34
1,1,1,2,1,8,0x106,37
1,1,1,2,1,7,0x10C,2
1,1,1,2,1,6,0x130,5
1,1,1,2,1,5,0x160,8
1,1,1,-,-,-,-,-1
1,1,1,-,-,-,-,-1
1,1,1,3,2,10,0x201,30
1,1,1,3,2,9,0x203,33
1,1,1,3,2,8,0x206,36
1,1,1,3,2,7,0x20C,1
1,1,1,3,2,6,0x230,4
1,1,1,3,2,5,0x260,7
1,1,1,-,-,-,-,-1
1,1,1,-,-,-,-,-1
1,1,1,4,3,10,0x301,29
1,1,1,4,3,9,0x303,32
1,1,1,4,3,8,0x306,35
1,1,1,4,3,7,0x30C,0
1,1,1,4,3,6,0x330,3
1,1,1,4,3,5,0x360,6
1,1,1,-,-,-,-,-1
1,1,1,-,-,-,-,-1
1,1,1,71,4,10,0x401,40
1,1,1,71,4,9,0x403,43
1,1,1,71,4,8,0x406,46
1,1,1,71,4,7,0x40C,11
1,1,1,71,4,6,0x430,14
1,1,1,71,4,5,0x460,17
1,1,1,-,-,-,-,-1
1,1,1,-,-,-,-,-1
1,1,1,72,5,10,0x501,39
1,1,1,72,5,9,0x503,42
1,1,1,72,5,8,0x506,45
1,1,1,72,5,7,0x50C,10
1,1,1,72,5,6,0x530,13
1,1,1,72,5,5,0x560,16
1,1,1,-,-,-,-,-1
1,1,1,-,-,-,-,-1
,,,,,,,,,,,,,
1,1,2,5,0,10,0x001,38
1,1,2,5,0,9,0x003,41
1,1,2,5,0,8,0x006,44
1,1,2,5,0,7,0x00C,9
1,1,2,5,0,6,0x030,12
1,1,2,5,0,5,0x060,15
1,1,2,-,-,-,-,-1
1,1,2,-,-,-,-,-1
1,1,2,6,1,10,0x101,39
1,1,2,6,1,9,0x103,42
1,1,2,6,1,8,0x106,45
1,1,2,6,1,7,0x10C,10
1,1,2,6,1,6,0x130,13
1,1,2,6,1,5,0x160,16
1,1,2,-,-,-,-,-1
1,1,2,-,-,-,-,-1
1,1,2,7,2,10,0x201,40
1,1,2,7,2,9,0x203,43
1,1,2,7,2,8,0x206,46
1,1,2,7,2,7,0x20C,11
1,1,2,7,2,6,0x230,14
1,1,2,7,2,5,0x260,17
1,1,2,-,-,-,-,-1
1,1,2,-,-,-,-,-1
1,1,2,8,3,10,0x301,29
1,1,2,8,3,9,0x303,32
1,1,2,8,3,8,0x306,35
1,1,2,8,3,7,0x30C,0
1,1,2,8,3,6,0x330,3
1,1,2,8,3,5,0x360,6
1,1,2,-,-,-,-,-1
1,1,2,-,-,-,-,-1
1,1,2,9,4,10,0x401,30
1,1,2,9,4,9,0x403,33
1,1,2,9,4,8,0x406,36
1,1,2,9,4,7,0x40C,1
1,1,2,9,4,6,0x430,4
1,1,2,9,4,5,0x460,7
1,1,2,-,-,-,-,-1
1,1,2,-,-,-,-,-1
1,1,2,10,5,10,0x501,31
1,1,2,10,5,9,0x503,34
1,1,2,10,5,8,0x506,37
1,1,2,10,5,7,0x50C,2
1,1,2,10,5,6,0x530,5
1,1,2,10,5,5,0x560,8
1,1,2,-,-,-,-,-1
1,1,2,-,-,-,-,-1
,,,,,,,,,,,,,
1,1,3,11,0,10,0x001,40
1,1,3,11,0,9,0x003,43
1,1,3,11,0,8,0x006,46
1,1,3,11,0,7,0x00C,11
1,1,3,11,0,6,0x030,14
1,1,3,11,0,5,0x060,17
1,1,3,-,-,-,-,-1
1,1,3,-,-,-,-,-1
1,1,3,12,1,10,0x101,39
1,1,3,12,1,9,0x103,42
1,1,3,12,1,8,0x106,45
1,1,3,12,1,7,0x10C,10
1,1,3,12,1,6,0x130,13
1,1,3,12,1,5,0x160,16
1,1,3,-,-,-,-,-1
1,1,3,-,-,-,-,-1
1,1,3,13,2,10,0x201,38
1,1,3,13,2,9,0x203,41
1,1,3,13,2,8,0x206,44
1,1,3,13,2,7,0x20C,9
1,1,3,13,2,6,0x230,12
1,1,3,13,2,5,0x260,15
1,1,3,-,-,-,-,-1
1,1,3,-,-,-,-,-1
1,1,3,14,3,10,0x301,31
1,1,3,14,3,9,0x303,34
1,1,3,14,3,8,0x306,37
1,1,3,14,3,7,0x30C,2
1,1,3,14,3,6,0x330,5
1,1,3,14,3,5,0x360,8
1,1,3,-,-,-,-,-1
1,1,3,-,-,-,-,-1
1,1,3,15,4,10,0x401,30
1,1,3,15,4,9,0x403,33
1,1,3,15,4,8,0x406,36
1,1,3,15,4,7,0x40C,1
1,1,3,15,4,6,0x430,4
1,1,3,15,4,5,0x460,7
1,1,3,-,-,-,-,-1
1,1,3,-,-,-,-,-1
1,1,3,16,5,10,0x501,29
1,1,3,16,5,9,0x503,32
1,1,3,16,5,8,0x506,35
1,1,3,16,5,7,0x50C,0
1,1,3,16,5,6,0x530,3
1,1,3,16,5,5,0x560,6
1,1,3,-,-,-,-,-1
1,1,3,-,-,-,-,-1
,,,,,,,,,,,,,
1,1,4,17,0,10,0x001,38
1,1,4,17,0,9,0x003,41
1,1,4,17,0,8,0x006,44
1,1,4,17,0,7,0x00C,9
1,1,4,17,0,6,0x030,12
1,1,4,17,0,5,0x060,15
1,1,4,-,-,-,-,-1
1,1,4,-,-,-,-,-1
1,1,4,18,1,10,0x101,39
1,1,4,18,1,9,0x103,42
1,1,4,18,1,8,0x106,45
1,1,4,18,1,7,0x10C,10
1,1,4,18,1,6,0x130,13
1,1,4,18,1,5,0x160,16
1,1,4,-,-,-,-,-1
1,1,4,-,-,-,-,-1
1,1,4,19,2,10,0x201,40
1,1,4,19,2,9,0x203,43
1,1,4,19,2,8,0x206,46
1,1,4,19,2,7,0x20C,11
1,1,4,19,2,6,0x230,14
1,1,4,19,2,5,0x260,17
1,1,4,-,-,-,-,-1
1,1,4,-,-,-,-,-1
1,1,4,20,3,10,0x301,29
1,1,4,20,3,9,0x303,32
1,1,4,20,3,8,0x306,35
1,1,4,20,3,7,0x30C,0
1,1,4,20,3,6,0x330,3
1,1,4,20,3,5,0x360,6
1,1,4,-,-,-,-,-1
1,1,4,-,-,-,-,-1
1,1,4,21,4,10,0x401,30
1,1,4,21,4,9,0x403,33
1,1,4,21,4,8,0x406,36
1,1,4,21,4,7,0x40C,1
1,1,4,21,4,6,0x430,4
1,1,4,21,4,5,0x460,7
1,1,4,-,-,-,-,-1
1,1,4,-,-,-,-,-1
1,1,4,22,5,10,0x501,31
1,1,4,22,5,9,0x503,34
1,1,4,22,5,8,0x506,37
1,1,4,22,5,7,0x50C,2
1,1,4,22,5,6,0x530,5
1,1,4,22,5,5,0x560,8
1,1,4,-,-,-,-,-1
1,1,4,-,-,-,-,-1
,,,,,,,,,,,,,
1,1,5,23,0,10,0x001,40
1,1,5,23,0,9,0x003,43
1,1,5,23,0,8,0x006,46
1,1,5,23,0,7,0x00C,11
1,1,5,23,0,6,0x030,14
1,1,5,23,0,5,0x060,17
1,1,5,-,-,-,-,-1
1,1,5,-,-,-,-,-1
1,1,5,24,1,10,0x101,39
1,1,5,24,1,9,0x103,42
1,1,5,24,1,8,0x106,45
1,1,5,24,1,7,0x10C,10
1,1,5,24,1,6,0x130,13
1,1,5,24,1,5,0x160,16
1,1,5,-,-,-,-,-1
1,1,5,-,-,-,-,-1
1,1,5,25,2,10,0x201,38
1,1,5,25,2,9,0x203,41
1,1,5,25,2,8,0x206,44
1,1,5,25,2,7,0x20C,9
1,1,5,25,2,6,0x230,12
1,1,5,25,2,5,0x260,15
1,1,5,-,-,-,-,-1
1,1,5,-,-,-,-,-1
1,1,5,26,3,10,0x301,31
1,1,5,26,3,9,0x303,34
1,1,5,26,3,8,0x306,37
1,1,5,26,3,7,0x30C,2
1,1,5,26,3,6,0x330,5
1,1,5,26,3,5,0x360,8
1,1,5,-,-,-,-,-1
1,1,5,-,-,-,-,-1
1,1,5,27,4,10,0x401,30
1,1,5,27,4,9,0x403,33
1,1,5,27,4,8,0x406,36
1,1,5,27,4,7,0x40C,1
1,1,5,27,4,6,0x430,4
1,1,5,27,4,5,0x460,7
1,1,5,-,-,-,-,-1
1,1,5,-,-,-,-,-1
1,1,5,28,5,10,0x501,29
1,1,5,28,5,9,0x503,32
1,1,5,28,5,8,0x506,35
1,1,5,28,5,7,0x50C,0
1,1,5,28,5,6,0x530,3
1,1,5,28,5,5,0x560,6
1,1,5,-,-,-,-,-1
1,1,5,-,-,-,-,-1
,,,,,,,,,,,,,
1,1,6,29,0,10,0x001,38
1,1,6,29,0,9,0x003,41
1,1,6,29,0,8,0x006,44
1,1,6,29,0,7,0x00C,9
1,1,6,29,0,6,0x030,12
1,1,6,29,0,5,0x060,15
1,1,6,-,-,-,-,-1
1,1,6,-,-,-,-,-1
1,1,6,30,1,10,0x101,39
1,1,6,30,1,9,0x103,42
1,1,6,30,1,8,0x106,45
1,1,6,30,1,7,0x10C,10
1,1,6,30,1,6,0x130,13
1,1,6,30,1,5,0x160,16
1,1,6,-,-,-,-,-1
1,1,6,-,-,-,-,-1
1,1,6,31,2,10,0x201,40
1,1,6,31,2,9,0x203,43
1,1,6,31,2,8,0x206,46
1,1,6,31,2,7,0x20C,11
1,1,6,31,2,6,0x230,14
1,1,6,31,2,5,0x260,17
1,1,6,-,-,-,-,-1
1,1,6,-,-,-,-,-1
1,1,6,32,3,10,0x301,29
1,1,6,32,3,9,0x303,32
1,1,6,32,3,8,0x306,35
1,1,6,32,3,7,0x30C,0
1,1,6,32,3,6,0x330,3
1,1,6,32,3,5,0x360,6
1,1,6,-,-,-,-,-1
1,1,6,-,-,-,-,-1
1,1,6,33,4,10,0x401,30
1,1,6,33,4,9,0x403,33
1,1,6,33,4,8,0x406,36
1,1,6,33,4,7,0x40C,1
1,1,6,33,4,6,0x430,4
1,1,6,33,4,5,0x460,7
1,1,6,-,-,-,-,-1
1,1,6,-,-,-,-,-1
1,1,6,34,5,10,0x501,31
1,1,6,34,5,9,0x503,34
1,1,6,34,5,8,0x506,37
1,1,6,34,5,7,0x50C,2
1,1,6,34,5,6,0x530,5
1,1,6,34,5,5,0x560,8
1,1,6,-,-,-,-,-1
1,1,6,-,-,-,-,-1
,,,,,,,,,,,,,
1,1,7,35,0,10,0x001,40
1,1,7,35,0,9,0x003,43
1,1,7,35,0,8,0x006,46
1,1,7,35,0,7,0x00C,11
1,1,7,35,0,6,0x030,14
1,1,7,35,0,5,0x060,17
1,1,7,-,-,-,-,-1
1,1,7,-,-,-,-,-1
1,1,7,36,1,10,0x101,39
1,1,7,36,1,9,0x103,42
1,1,7,36,1,8,0x106,45
1,1,7,36,1,7,0x10C,10
1,1,7,36,1,6,0x130,13
1,1,7,36,1,5,0x160,16
1,1,7,-,-,-,-,-1
1,1,7,-,-,-,-,-1
1,1,7,37,2,10,0x201,38
1,1,7,37,2,9,0x203,41
1,1,7,37,2,8,0x206,44
1,1,7,37,2,7,0x20C,9
1,1,7,37,2,6,0x230,12
1,1,7,37,2,5,0x260,15
1,1,7,-,-,-,-,-1
1,1,7,-,-,-,-,-1
1,1,7,38,3,10,0x301,31
1,1,7,38,3,9,0x303,34
1,1,7,38,3,8,0x306,37
1,1,7,38,3,7,0x30C,2
1,1,7,38,3,6,0x330,5
1,1,7,38,3,5,0x360,8
1,1,7,-,-,-,-,-1
1,1,7,-,-,-,-,-1
1,1,7,39,4,10,0x401,30
1,1,7,39,4,9,0x403,33
1,1,7,39,4,8,0x406,36
1,1,7,39,4,7,0x40C,1
1,1,7,39,4,6,0x430,4
1,1,7,39,4,5,0x460,7
1,1,7,-,-,-,-,-1
1,1,7,-,-,-,-,-1
1,1,7,40,5,10,0x501,29
1,1,7,40,5,9,0x503,32
1,1,7,40,5,8,0x506,35
1,1,7,40,5,7,0x50C,0
1,1,7,40,5,6,0x530,3
1,1,7,40,5,5,0x560,6
1,1,7,-,-,-,-,-1
1,1,7,-,-,-,-,-1
,,,,,,,,,,,,,
1,1,8,41,0,10,0x001,38
1,1,8,41,0,9,0x003,41
1,1,8,41,0,8,0x006,44
1,1,8,41,0,7,0x00C,9
1,1,8,41,0,6,0x030,12
1,1,8,41,0,5,0x060,15
1,1,8,-,-,-,-,-1
1,1,8,-,-,-,-,-1
1,1,8,42,1,10,0x101,39
1,1,8,42,1,9,0x103,42
1,1,8,42,1,8,0x106,45
1,1,8,42,1,7,0x10C,10
1,1,8,42,1,6,0x130,13
1,1,8,42,1,5,0x160,16
1,1,8,-,-,-,-,-1
1,1,8,-,-,-,-,-1
1,1,8,43,2,10,0x201,40
1,1,8,43,2,9,0x203,43
1,1,8,43,2,8,0x206,46
1,1,8,43,2,7,0x20C,11
1,1,8,43,2,6,0x230,14
1,1,8,43,2,5,0x260,17
1,1,8,-,-,-,-,-1
1,1,8,-,-,-,-,-1
1,1,8,44,3,10,0x301,29
1,1,8,44,3,9,0x303,32
1,1,8,44,3,8,0x306,35
1,1,8,44,3,7,0x30C,0
1,1,8,44,3,6,0x330,3
1,1,8,44,3,5,0x360,6
1,1,8,-,-,-,-,-1
1,1,8,-,-,-,-,-1
1,1,8,45,4,10,0x401,30
1,1,8,45,4,9,0x403,33
1,1,8,45,4,8,0x406,36
1,1,8,45,4,7,0x40C,1
1,1,8,45,4,6,0x430,4
1,1,8,45,4,5,0x460,7
1,1,8,-,-,-,-,-1
1,1,8,-,-,-,-,-1
1,1,8,46,5,10,0x501,31
1,1,8,46,5,9,0x503,34
1,1,8,46,5,8,0x506,37
1,1,8,46,5,7,0x50C,2
1,1,8,46,5,6,0x530,5
1,1,8,46,5,5,0x560,8
1,1,8,-,-,-,-,-1
1,1,8,-,-,-,-,-1
,,,,,,,,,,,,,
1,1,9,47,0,10,0x001,40
1,1,9,47,0,9,0x003,43
1,1,9,47,0,8,0x006,46
1,1,9,47,0,7,0x00C,11
1,1,9,47,0,6,0x030,14
1,1,9,47,0,5,0x060,17
1,1,9,-,-,-,-,-1
1,1,9,-,-,-,-,-1
1,1,9,48,1,10,0x101,39
1,1,9,48,1,9,0x103,42
1,1,9,48,1,8,0x106,45
1,1,9,48,1,7,0x10C,10
1,1,9,48,1,6,0x130,13
1,1,9,48,1,5,0x160,16
1,1,9,-,-,-,-,-1
1,1,9,-,-,-,-,-1
1,1,9,49,2,10,0x201,38
1,1,9,49,2,9,0x203,41
1,1,9,49,2,8,0x206,44
1,1,9,49,2,7,0x20C,9
1,1,9,49,2,6,0x230,12
1,1,9,49,2,5,0x260,15
1,1,9,-,-,-,-,-1
1,1,9,-,-,-,-,-1
1,1,9,50,3,10,0x301,31
1,1,9,50,3,9,0x303,34
1,1,9,50,3,8,0x306,37
1,1,9,50,3,7,0x30C,2
1,1,9,50,3,6,0x330,5
1,1,9,50,3,5,0x360,8
1,1,9,-,-,-,-,-1
1,1,9,-,-,-,-,-1
1,1,9,51,4,10,0x401,30
1,1,9,51,4,9,0x403,33
1,1,9,51,4,8,0x406,36
1,1,9,51,4,7,0x40C,1
1,1,9,51,4,6,0x430,4
1,1,9,51,4,5,0x460,7
1,1,9,-,-,-,-,-1
1,1,9,-,-,-,-,-1
